4227	bakterie	1391
5380	baktérie	231
5414	Baku	197
5437	bal	174
5202	bál	409
5469	Balabán	142
4934	balada	677
5366	balancovat	245
5483	balast	128
5495	Balaš	116
5416	Baláž	195
5471	Balcar	140
5503	Balcerowicz	108
5505	Baldwin	106
5473	Baldýnský	138
4633	balení	978
5395	balený	216
4489	balet	1123
5463	baletka	148
5142	baletní	469
5438	Bali	173
5457	balicí	154
3570	balíček	2123
3028	balík	2876
5509	Balík	102
5384	balistický	227
4956	balit	655
4306	Balkán	1309
4736	balkánský	875
4351	balkón	1263
5504	balkónový	107
5317	Balladur	294
5122	balon	489
5121	balón	490
5300	balónek	311
5504	Balt	107
5489	Baltazar	122
5492	Baltimore	119
5275	baltský	336
4915	balvan	696
5400	balzám	211
5429	bamberský	182
5420	bambus	191
5389	bambusový	222
5452	báň	159
5219	banalita	392
4727	banální	884
5012	banán	599
5493	banánový	118
5143	band	468
5095	Band	516
4765	banda	846
5496	bandáž	115
5507	Banderas	104
5119	bandita	492
5456	Bang	155
5311	Bangkok	300
5339	Bangladéš	272
3905	Baník	1734
5477	Banja	134
3722	Bank	1948
204	banka	40497
4475	bankéř	1137
5463	banket	148
5252	bankomat	359
3852	bankovka	1792
1691	bankovní	6541
4497	bankovnictví	1115
4409	bankrot	1204
5240	Banský	371
5148	báňský	463
2826	bar	3233
5450	Bara	161
5250	Bára	361
5269	Barak	342
4529	barák	1082
5498	Barák	113
5504	Baran	107
5370	Baranek	241
5169	Baránek	442
4987	baráž	624
5162	barbar	449
5023	Barbara	588
5304	barbarský	307
5414	barbarství	197
5503	Barbie	108
4638	Barbora	973
5500	Barbořík	111
5479	Barbra	132
3427	Barcelona	2302
5449	barcelonský	162
4591	barel	1020
5481	Bareš	130
5409	baret	202
5112	barevně	499
5058	barevnost	553
1614	barevný	6908
3611	bariéra	2077
5125	barikáda	486
5480	Barings	131
5459	bárka	152
5317	Barma	294
5372	barman	239
5416	barmský	195
5495	Barnaby	116
5135	Barnes	476
5507	Barney	104
3465	barokní	2257
4903	baroko	708
5459	barometr	152
4934	baron	677
5454	baronka	157
5320	barový	291
5419	Barrande	192
4651	Barrandov	960
5271	barrandovský	340
5355	Barry	256
4963	Bárta	648
5374	Barták	237
5448	Bartl	163
5415	Bartoloměj	196
5480	bartolomějský	131
5341	Bartoň	270
5019	Bartoš	592
5429	Bartošek	182
5282	Bartoška	329
5398	Bartošová	213
5358	Bártová	253
5319	Barum	292
730	barva	14387
5485	Barva	126
5407	barvení	204
5377	barvit	234
5383	barvitý	228
5141	barvivo	470
5443	barvonosný	168
5499	baryton	112
5374	bas	237
5083	basa	528
5444	Basajev	167
5335	baseball	276
5468	baseballista	143
5230	baseballový	381
2150	báseň	4857
5477	Basic	134
5311	Basilej	300
5360	basista	251
5497	Bask	114
5447	basket	164
4672	basketbal	939
4273	basketbalista	1344
4963	basketbalistka	648
4625	basketbalový	986
5379	baskický	232
5420	baskytara	191
5358	baskytarista	253
3755	básnický	1907
5487	básnictví	124
5120	básnička	491
1608	básník	6924
5164	básníkův	447
5383	básnířka	228
5499	basový	112
5312	Bass	299
5501	basta	110
5498	bastard	113
5500	Basten	111
4890	bašta	721
4604	Bašta	1007
962	bát	11347
4962	Baťa	649
4245	baterie	1373
5052	baterka	559
5434	Batman	177
5112	batoh	499
5399	batole	212
5483	Battěk	128
5462	Baťův	149
5481	Baudelaire	130
5003	Baudyš	608
5234	Bauer	377
5492	Bauhaus	119
5484	Baumann	127
5393	bavič	218
1782	bavit	6102
5216	bavlna	395
5198	bavlněný	413
4809	Bavorsko	802
4076	bavorský	1553
5337	Baxter	274
5232	Bay	379
5227	Bayer	384
4801	Bayern	810
5511	Bazala	100
5406	bazalka	205
5429	bazální	182
5460	Bazaly	151
5091	bazar	520
5508	Bazarbaj	103
3564	báze	2129
3129	bazén	2728
5343	bázeň	268
5503	bazének	108
5256	bazilika	355
5486	bázlivý	125
5035	bažant	576
5423	bažantnice	188
5217	bažina	394
5413	BB	198
4690	BBC	921
5434	BC	177
5347	BCPP	264
5414	bdělost	197
5290	bdělý	321
5412	bdění	199
5131	bdít	480
5317	be	294
5264	beach	347
5398	Bean	213
5451	Beardsley	160
5356	beat	255
5480	Beata	131
4908	Beatles	703
4700	Beaumont	911
5439	Beck	172
5454	Beckenbauer	157
4715	Becker	896
5422	Beckett	189
5510	Bečička	101
5440	Bečka	171
5116	béčko	495
5037	Bečva	574
5468	Bečvář	143
5501	bed	110
5080	běda	531
5438	bederní	173
5432	Bedihošť	179
5154	bedlivě	457
5470	bedlivý	141
4484	bedna	1128
5477	Bednarčíková	134
5137	Bednář	474
5472	bednění	139
5505	bednička	106
5477	bědovat	134
5089	bedra	522
4109	Bedřich	1518
5355	Bedřichov	256
5467	bedýnka	144
5497	Beer	114
5091	Beethoven	520
5254	Beethovenův	357
2025	běh	5205
5399	běhání	212
3897	běhat	1744
352	během	27000
5505	Becher	106
5345	becherovka	266
5243	Becherovka	368
5407	Běchovice	204
5192	Bechyně	419
5501	Bechyňová	110
5198	Bejbl	413
5271	Bejrút	340
5390	bejvat	221
5165	bek	446
5468	bekhend	143
5466	bel	145
5511	Béla	100
5434	Běla	177
5196	Bělá	415
5286	bělavý	325
3364	Bělehrad	2381
5292	Bělehrádek	319
5103	bělehradský	508
5369	beletrie	242
5509	beletristický	102
5102	Belfast	509
3542	belgický	2157
5471	belgičan	140
5126	Belgičan	485
3133	Belgie	2722
5314	Bell	297
5406	Bella	205
5290	Bellini	321
5506	Bellot	105
5511	bělmo	100
5473	Belmondo	138
5506	bělo	105
5437	Bělohlav	174
5306	Bělohlávek	305
5473	bělohorský	138
5507	Bělohrad	104
5319	Bělohradský	292
5203	běloch	408
5419	Bělorus	192
4412	Bělorusko	1201
4925	běloruský	686
5508	bělost	103
5323	bělostný	288
5476	Běloševský	135
5380	bělošský	231
5458	bělouš	153
5465	Bém	146
5186	ben	425
4846	Ben	765
5264	Beň	347
5506	Beňačková	105
4311	Benátky	1304
5116	benátský	495
3604	Benda	2086
5431	Bendův	180
5377	bendžo	234
5501	bene	110
5487	Bene	124
5463	Benedikt	148
5500	benediktinský	111
5223	benefiční	388
5482	benelux	129
3393	Beneš	2345
